,Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units
0,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,0.0,domain,1.0,2066.0,2066.0,23.967126254597957,10.137947725072603,23.322846079380444,28.64811229428848,10.349233657802237,23.265151150482154,28.748939320256333,15.801945694711582,28425.0,11453.024685382381,5866.0,0.566583437453003,0.6513240857503153,0.4132,micron^3,,,,,,
1,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,0.0,subdomain,2.0,207.0,207.0,12.540912505291887,4.657004830917875,21.743961352657006,26.743961352657006,4.8158464797648675,21.660410019537505,26.75746155731789,,15048.0,9912.806763285023,6617.0,,,0.0414,micron^3,,,,,,
2,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,0.0,subdomain,3.0,966.0,966.0,17.925303069700306,8.623188405797102,19.56625258799172,29.596273291925467,8.739106746331926,19.587068564535535,29.627068050144707,,22486.0,11833.33022774327,6216.0,,,0.1932,micron^3,,,,,,
3,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,0.0,subdomain,4.0,225.0,225.0,10.476119630846307,13.657777777777778,28.48,32.44,13.745976673025465,28.490623439640494,32.37528406544868,,20093.0,11108.551111111112,6587.0,,,0.045000000000000005,micron^3,,,,,,
4,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,0.0,subdomain,5.0,668.0,668.0,16.166187548559734,12.841317365269461,27.50748502994012,26.589820359281436,13.118877641307588,27.46802981466297,26.793721581279804,,28425.0,11496.372754491018,5866.0,,,0.1336,micron^3,,,,,,
5,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,domain,1.0,1580.0,1580.0,22.089059983227955,10.84873417721519,20.739240506329114,32.61202531645569,11.210115169565867,21.112853792244678,32.646245251560366,14.450609156078391,31564.0,8515.622151898735,3005.0,0.3993970881655256,0.4869029275808937,0.316,micron^3,,,,,,
6,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,2.0,142.0,142.0,9.555938249304141,5.035211267605634,20.45774647887324,28.661971830985916,5.0226181905447564,20.535445843577797,28.753644991419556,,10824.0,6221.154929577465,4128.0,,,0.0284,micron^3,,,,,,
7,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,3.0,117.0,117.0,8.852018948420143,6.094017094017094,16.871794871794872,32.92307692307692,6.105153903625974,16.88189436415893,32.94088458405972,,10118.0,6349.017094017094,3807.0,,,0.0234,micron^3,,,,,,
8,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,4.0,54.0,54.0,8.21114506030657,7.518518518518518,16.25925925925926,38.166666666666664,7.531040817783184,16.273621589078846,38.16076676483458,,8234.0,5967.351851851852,4359.0,,,0.0108,micron^3,,,,,,
9,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,5.0,94.0,94.0,7.978844461701275,7.617021276595745,26.574468085106382,30.43617021276596,7.56574108495218,26.70575042474554,30.440454208897997,,12862.0,6925.297872340426,3929.0,,,0.0188,micron^3,,,,,,
10,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,6.0,558.0,558.0,14.281550548103697,11.636200716845877,20.14695340501792,32.23297491039426,11.463096502419734,20.27406027192637,32.231600127844814,,31245.0,9655.52329749104,3552.0,,,0.1116,micron^3,,,,,,
11,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,7.0,252.0,252.0,16.26966639309463,13.416666666666666,14.896825396825397,36.67460317460318,13.335408458089908,14.770119858364719,36.69088674090435,,19196.0,7673.408730158731,4096.0,,,0.0504,micron^3,,,,,,
12,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,8.0,62.0,62.0,5.640274613797318,12.85483870967742,30.774193548387096,30.096774193548388,12.835196117274169,30.636329239302693,30.149120443740095,,15497.0,8141.935483870968,4148.0,,,0.012400000000000001,micron^3,,,,,,
13,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,9.0,107.0,107.0,9.078998111270387,14.242990654205608,25.130841121495326,28.757009345794394,14.136570001550776,25.28813334545435,28.985682582632364,,17672.0,8738.457943925234,4028.0,,,0.021400000000000002,micron^3,,,,,,
14,20200313_RI512_RAD21-AID_AUX_82a_81_SIR_2C_ALN_THR_18.ome.tiff,1.0,subdomain,10.0,156.0,156.0,8.705008636387063,13.884615384615385,26.096153846153847,33.64102564102564,13.881729590024415,26.13879892439071,33.612661179323396,,31564.0,11964.596153846154,3005.0,,,0.031200000000000002,micron^3,,,,,,
