on,A565_volume,A565_principal_axis,A565_sphericity,A565_CND_number,A565_CND_mean_volume,overlap_fraction,distance
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_30,0.1084,1.161262057,0.815418865,2,0.0467,0.369534556,0.095102988
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_31,0.0994,1.055768184,0.870905744,1,0.0994,0.265890779,0.30729316
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_34,0.0804,1.095401416,0.854745452,1,0.0804,0.173719376,0.254212144
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_35,0.1106,1.155422915,0.861475955,2,0.0473,0.257558791,0.194458654
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_36,0.1754,1.333660756,0.806754437,3,0.049333333,0.004195804,0.534721294
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_37,0.1462,1.344549449,0.768778211,3,0.0396,0.285714286,0.150679012
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_38,0.1272,1.179361281,0.844361827,3,0.0366,0.472261735,0.041413689
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_40,0.176,1.397933229,0.775641935,1,0.1722,0.137644046,0.305889891
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_41,0.1526,1.322393933,0.745089429,2,0.0682,0.172383465,0.269186235
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_43,0.173,1.328928001,0.705453497,3,0.0522,0.212837838,0.23549098
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_44,0.12,1.26622266,0.802804263,2,0.0557,0.364572606,0.153264264
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_45,0.111,1.144165867,0.895911409,1,0.111,0.08432304,0.24264641
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_46,0.057,0.924643952,0.904328956,1,0.0526,0.224381625,0.229267659
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_47,0.1696,1.407577202,0.712995778,5,0.02852,0.053107345,0.679884843
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_48,0.2854,1.724841257,0.563518346,4,0.06255,0.248045178,0.249743659
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_49,0.205,1.393761516,0.732158943,2,0.0914,0.291248207,0.120068309
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_50,0.1044,1.150773046,0.813820956,2,0.0516,0.092796093,0.277602006
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_51,0.1802,1.347277528,0.777498419,2,0.0838,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_52,0.3382,1.860463362,0.659822565,5,0.05792,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_53,0.1094,1.120239108,0.860148659,2,0.0508,0.256152125,0.163881112
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_54,0.2,1.460192216,0.695876668,4,0.0431,0.16969697,0.305012815
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_55,0.089,1.112509071,0.918497056,1,0.089,0.136887608,0.244622593
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_56,0.0998,1.052861246,0.884532295,1,0.0978,0.246848739,0.332157474
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_57,0.1786,1.251916408,0.748370772,3,0.053266667,0.374251497,0.159291383
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_58,0.168,1.291465048,0.774376065,1,0.168,0.220837044,0.238133251
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_59,0.3968,1.753672719,0.605120538,7,0.048714286,0.253592953,0.247345975
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_60,0.1236,1.117805533,0.817124712,3,0.034733333,0.198489752,0.238859702
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_61,0.1362,1.238033369,0.780102364,3,0.036066667,0.195954488,0.242623792
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_62,0.0678,0.978467372,0.945648008,1,0.0678,0.229226361,0.209334114
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_64,0.1294,1.173934265,0.789993389,2,0.0631,0.186813187,0.210336633
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_65,0.2104,1.531849328,0.640421325,6,0.0299,0.063587684,0.23261284
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_66,0.0668,0.932119131,0.949461621,1,0.0668,0.208805031,0.201050635
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_67,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_68,0.2046,1.345149833,0.769557661,3,0.058466667,0.217546362,0.258113464
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_69,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_70,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_71,0.1064,1.137180992,0.866442124,1,0.1064,0.06613455,0.343934368
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_72,0.3588,1.75864745,0.586325209,6,0.051233333,0.367241379,0.187219467
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_73,0.2044,1.288762727,0.731913703,3,0.055066667,0.223791822,0.227315836
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_74,0.092,1.131578205,0.909512281,1,0.092,0.088058706,0.468493913
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_75,0.18,1.300698868,0.822656666,3,0.053266667,0.239043825,0.237549625
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_77,0.3326,1.608124377,0.743898846,3,0.101,0.211330935,0.312985495
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_78,0.1272,1.202965365,0.877115845,1,0.1272,0.331991952,0.292243363
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_79,0.1004,1.085441649,0.871237711,1,0.1004,0.27027027,0.18329693
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_7,0.1542,1.320367213,0.791329361,2,0.072,0.268796992,0.109702625
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_80,0.2088,1.290870048,0.795459703,4,0.04335,0.285986049,0.246759106
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_83,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_84,0.3466,1.890563982,0.5311803,9,0.0334,0.163622527,0.39528535
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_85,0.32,1.504445712,0.661609315,5,0.05076,0.285958904,0.210031532
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_86,0.2276,1.539049439,0.683562122,4,0.0463,0.291976226,0.163212934
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_87,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_88,0.243,1.470342992,0.724735721,3,0.072266667,0.212344281,0.213581382
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_89,0.2336,1.543958801,0.705442876,3,0.072666667,0.321450151,0.141635615
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_8,0.371,1.686226778,0.60154881,6,0.047133333,0.369761709,0.156146456
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_90,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_92,0.2356,1.532573692,0.762686774,4,0.05105,0.234939759,0.297732558
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_93,0.1882,1.395144386,0.772265566,3,0.0552,0.131875882,0.245459651
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_94,0.1602,1.214388878,0.814223228,4,0.034,0.141618497,0.189039381
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_95,0.136,1.150256395,0.846868955,2,0.0629,0.289180991,0.174738381
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_96,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_97,0.1692,1.28561089,0.735550908,2,0.0734,0.25,0.168901115
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_98,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_99,0.1384,1.206287377,0.878489975,3,0.0392,0.112460064,0.316475384
20200304_RI510_ESC_TSA-CTL_102b_102a_SIR_2C_ALN_THR_9,0.2414,1.850627519,0.550219289,6,0.036766667,0.03212217,0.40726039
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_100,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_101,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_102,0.3238,1.578613406,0.704396306,4,0.07015,0.011259383,0.533436483
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_103,0.168,1.34088792,0.810816938,1,0.1588,0,0.739188609
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_104,0.1568,1.32140195,0.853244344,1,0.1568,0,1.064748606
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_105,0.2774,1.52101877,0.73301331,3,0.085333333,0.010676157,0.618456681
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_106,0.304,1.815975989,0.586020809,5,0.05272,0.0171875,0.614921546
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_107,0.3634,1.681479483,0.567326211,9,0.035022222,0.125905068,0.547690114
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_108,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_109,0.3294,1.664543599,0.631327107,4,0.0724,0.099068171,0.449984966
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_110,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_111,0.1328,1.245384097,0.832373419,2,0.0609,0.013747759,0.657295329
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_112,0.2802,1.538050797,0.751433176,3,0.086466667,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_113,0.1832,1.285580463,0.837692543,2,0.0788,0.021126761,0.451161754
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_114,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_115,0.3492,1.726563175,0.728314484,3,0.100466667,0,0.888134443
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_116,0.094,1.034622786,0.851981331,2,0.0407,0,0.470985069
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_117,0.1732,1.432876673,0.793401002,2,0.0776,0.004726536,0.78915786
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_118,0.3116,1.591303183,0.770829375,4,0.0645,0.075647249,0.401030073
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_119,0.1582,1.346634165,0.762183312,2,0.0737,0.114119923,0.368099675
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_12,0.5908,2.321630966,0.526639747,9,0.050644444,0.155425963,0.496655502
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_14,0.2776,1.677257454,0.691550471,3,0.083466667,0.010647359,0.61679505
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_16,0.1294,1.292658735,0.826740092,1,0.1232,0,0.705209911
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_17,0.183,1.301265797,0.781394241,3,0.0542,0,0.872314305
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_18,0.3148,1.771621048,0.64904942,7,0.035314286,0.07702952,0.475975785
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_19,0.1262,1.174658342,0.851893519,1,0.1262,0.015754561,0.536406931
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_22,0.2528,1.587821738,0.722005971,4,0.0574,0.003080082,1.083283852
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_23,0.274,1.712086855,0.629457024,2,0.1111,0.134402655,0.526535636
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_25,0.224,1.438435544,0.803220192,2,0.1042,0.018139535,1.217587754
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_27,0.2064,1.357060291,0.809287973,1,0.1912,0.005291005,0.644778634
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_29,0.098,1.100810864,0.94662256,1,0.098,0.022573363,0.581392972
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_2,0.491,1.924347992,0.525999965,7,0.059628571,0,0.83058213
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_34,0.3738,1.795252589,0.668082907,5,0.0606,0.033825117,0.676766645
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_35,0.3416,1.851545085,0.623456548,9,0.031911111,0.055448409,0.631834259
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_37,0.5684,2.182590796,0.533221309,7,0.070685714,0.039209726,0.506435668
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_38,0.1606,1.436417362,0.831956058,1,0.1606,0.068123393,0.364598837
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_3,0.2358,1.691401858,0.653455448,3,0.073866667,0.068661972,0.431558555
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_41,0.2282,1.517507141,0.833697714,3,0.066133333,0,0.924539091
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_42,0.1456,1.274803574,0.904185408,1,0.1456,0.020911128,0.43500555
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_43,0.2626,1.593116854,0.721999428,3,0.0762,0,0.864862483
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_45,0.4138,1.638911068,0.660254109,5,0.07252,0.002114804,0.767681103
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_46,0.262,1.531015382,0.728730353,3,0.082066667,0.01870438,0.567169498
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_48,0.1148,1.063086332,0.882574206,2,0.0507,0.001464129,0.612830465
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_49,0.787,2.311702679,0.470403791,16,0.0386375,0.03487429,0.44295823
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_4,0.3508,1.705930313,0.68994343,2,0.1655,0.061151079,0.588944565
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_50,0.0868,1.055129803,0.911022841,1,0.0868,0,0.584894833
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_51,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_54,0.2782,1.752425334,0.591999994,4,0.0607,0.205776173,0.437814277
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_55,0.6638,2.527915585,0.477533191,11,0.053054545,0.021538462,0.585569088
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_58,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_59,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_5,0.1758,1.385230559,0.91101236,2,0.0766,0.101681345,0.515181477
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_61,0.3518,1.664851537,0.743269955,2,0.1622,0.006416426,0.539128934
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_63,0.725,2.146621652,0.563297901,10,0.0597,0.061589925,0.552698966
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_64,0.1128,1.109079984,0.865894711,1,0.1128,0,0.608465986
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_65,0.0918,1.022329712,0.949743997,1,0.0918,0.033986928,0.532532506
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_66,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_67,0.1906,1.390231683,0.770702354,2,0.0863,0,0.496632434
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_68,0.211,1.492525217,0.745110557,2,0.0957,0,1.199747737
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_69,0.1876,1.500352378,0.625556982,4,0.04,0.002473717,0.711299326
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_70,0.1364,1.224522025,0.720536597,3,0.042933333,0.017454545,0.513214782
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_71,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_73,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_74,0.1486,1.29697397,0.85091023,1,0.1486,0.007770008,0.479553978
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_75,0.15,1.231163563,0.78824728,2,0.0683,0.051007557,0.309163685
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_76,0.3116,1.667865583,0.671801742,5,0.05696,0.000875274,0.558869836
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_77,0.1496,1.203400416,0.821954353,2,0.0672,0,0.52266313
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_78,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_79,0.1572,1.170843157,0.850582001,2,0.0706,0.012435991,0.685992176
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_7,0.4328,2.018995554,0.667600433,4,0.09125,0.086799869,0.433535348
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_80,0.1334,1.113464593,0.735954692,3,0.039933333,0.005366726,0.716213296
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_83,0.1674,1.285370189,0.796834776,3,0.0478,0.069872958,0.386693302
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_84,0.5818,2.348514996,0.436535007,15,0.033226667,0.036002483,0.664830408
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_85,0.2132,1.436362338,0.705085225,3,0.057266667,0,0.881105642
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_86,0.1846,1.438457536,0.677647185,4,0.03885,0.040826129,0.473446687
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_87,0.2428,1.429152616,0.686850717,4,0.05355,0.081170363,0.42331909
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_88,0.2052,1.448089648,0.723329264,3,0.057133333,0.065840434,0.317954185
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_89,0.2586,1.661154408,0.657248838,5,0.04372,0.104733728,0.349998259
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_90,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_91,0.3602,1.750845881,0.616840367,3,0.1064,0.031823287,0.502196587
20191116_RI512_ESC_TSA-CTL_111_112_SIR_2C_ALN_THR_92,NaN,NaN,NaN,NaN,NaN,NaN,NaN
