Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name
20190728_RI512_CTCF-AID_AUX-CTL_82a_81_SIR_2C_ALN_THR_3.ome.tiff,1.0,subdomain,3.0,330.0,330.0,10.737372683729156,15.530303030303031,28.32121212121212,29.2,15.666482627779931,28.46474206864821,29.383765384500688,,57080.0,21339.363636363636,9326.0,,,0.066,micron^3,,,,,,,ch-1_subdomain_label-3
20190728_RI512_CTCF-AID_AUX-CTL_82a_81_SIR_2C_ALN_THR_3.ome.tiff,,overlap,1.0,194.0,194.0,,14.8659793814433,28.587628865979383,27.221649484536083,,,,,,,,,,0.0388,micron^3,0.13055181695827725,0.18334317597819394,0.10135341571370546,0.09329953556788184,0.22932954103601358,micron,overlap_label-1
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,0.0,domain,1.0,1138.0,1138.0,21.353237272203966,12.601054481546573,27.103690685413007,25.649384885764498,12.623424517474794,27.54140710170755,25.501833464901566,12.953323541572894,36320.0,13696.253075571178,6759.0,0.5846161015898923,0.7033374536464772,0.22760000000000002,micron^3,,,,,,,ch-0_domain_label-1
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,0.0,subdomain,2.0,497.0,497.0,11.003425125962787,11.249496981891348,30.672032193158955,23.19517102615694,11.463682296261112,30.72386089434756,23.20972721720839,,36320.0,14825.955734406438,6759.0,,,0.0994,micron^3,,,,,,,ch-0_subdomain_label-2
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,0.0,subdomain,3.0,87.0,87.0,8.472779173115743,14.126436781609195,19.229885057471265,29.195402298850574,14.14362294445164,19.242258660671194,29.172880298518002,,14055.0,9764.71264367816,7294.0,,,0.017400000000000002,micron^3,,,,,,,ch-0_subdomain_label-3
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,0.0,subdomain,4.0,235.0,235.0,9.198701437219935,14.714893617021277,24.174468085106383,24.561702127659576,14.640566306589498,24.363044603768543,24.70731359774551,,22539.0,12871.157446808511,6891.0,,,0.047,micron^3,,,,,,,ch-0_subdomain_label-4
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,0.0,subdomain,5.0,317.0,317.0,10.949504391875841,12.700315457413248,25.889589905362776,29.353312302839118,12.870534376472214,26.00233151290026,29.251333209029106,,27257.0,13653.283911671924,6948.0,,,0.0634,micron^3,,,,,,,ch-0_subdomain_label-5
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,1.0,domain,1.0,519.0,519.0,24.574111092118116,11.96917148362235,23.167630057803468,29.248554913294797,11.872264108577854,23.37684724383297,29.744215823686705,9.97063715195645,34509.0,13180.601156069364,5882.0,0.47189784518018213,0.5917901938426454,0.1038,micron^3,,,,,,,ch-1_domain_label-1
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,1.0,subdomain,2.0,294.0,294.0,13.924183728220473,11.622448979591837,24.534013605442176,33.38775510204081,11.558813913798282,24.650702332770127,33.411043061058365,,34509.0,14357.401360544218,6161.0,,,0.058800000000000005,micron^3,,,,,,,ch-1_subdomain_label-2
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,1.0,subdomain,3.0,225.0,225.0,11.418465261793406,12.422222222222222,21.38222222222222,23.84,12.377329313467111,21.324272728938457,23.835823100437615,,22938.0,11642.915555555555,5882.0,,,0.045000000000000005,micron^3,,,,,,,ch-1_subdomain_label-3
